sampleID,Kitchen,Living Room,Laundry Room,Office Room,Bathroom,North building,Ironing Room,Teenager room,Parents room
1,47.5966666666667,44.79,44.73,45.5666666666667,55.2,84.2566666666667,41.6266666666667,48.9,45.53
2,46.6933333333333,44.7225,44.79,45.9925,55.2,84.0633333333333,41.56,48.8633333333333,45.56
3,46.3,44.6266666666667,44.9333333333333,45.89,55.09,83.1566666666667,41.433333333333294,48.73,45.5
4,46.0666666666667,44.59,45.0,45.7233333333333,55.09,83.4233333333333,41.29,48.59,45.4
5,46.3333333333333,44.53,45.0,45.53,55.09,84.8933333333333,41.23,48.59,45.4
6,46.0266666666667,44.5,44.9333333333333,45.73,55.03,85.7666666666667,41.26,48.59,45.29
7,45.7666666666667,44.5,44.9,45.79,54.9666666666667,86.09,41.2,48.59,45.29
8,45.56,44.5,44.9,45.8633333333333,54.9,86.4233333333333,41.2,48.59,45.29
9,45.5975,44.4333333333333,44.79,45.79,55.0,87.2266666666667,41.4,48.59,45.29
10,46.09,44.4,44.8633333333333,46.0966666666667,55.0,87.6266666666667,41.5,48.59,45.29
11,45.8633333333333,44.4,44.9,46.43,55.0,87.8666666666667,42.7175,48.59,45.29
12,46.3966666666667,44.4,44.826666666666696,46.43,55.0,87.9933333333333,44.2633333333333,48.633333333333304,45.29
13,48.0,44.4,44.9,46.3633333333333,55.09,88.59,45.493333333333304,48.56,45.29
14,52.726666666666695,45.1,45.493333333333304,47.2233333333333,55.1633333333333,88.215,46.16,48.6666666666667,45.326666666666696
15,55.8933333333333,45.8333333333333,47.5266666666667,48.6966666666667,55.5,88.1566666666667,45.5333333333333,49.1933333333333,45.345
16,53.8933333333333,46.756666666666696,48.4666666666667,48.49,56.0425,88.3666666666667,44.9266666666667,49.2,45.326666666666696
17,52.66,47.2233333333333,48.53,48.1566666666667,56.49,88.15999999999998,44.2666666666667,49.633333333333304,45.29
18,53.66,47.0566666666667,48.4475,47.9633333333333,56.9333333333333,87.29999999999998,43.726666666666695,50.0266666666667,45.29
19,51.1933333333333,46.33,48.1933333333333,48.63,57.06,86.76,43.16,50.2,45.2
20,49.8,46.0266666666667,47.633333333333304,49.5,70.7266666666667,87.4633333333333,42.6933333333333,50.26,45.2
21,48.4333333333333,45.7225,47.3,49.9475,79.0,87.53,42.3333333333333,50.23,45.1266666666667
22,47.633333333333304,45.53,47.0266666666667,49.6966666666667,79.73,86.9566666666667,42.06666666666669,50.29,45.1266666666667
23,47.063333333333304,45.2233333333333,46.826666666666696,49.1666666666667,79.2566666666667,86.5633333333333,43.633333333333304,50.1633333333333,45.06
24,46.5966666666667,44.9633333333333,46.633333333333304,48.4266666666667,78.3933333333333,86.33,43.633333333333304,50.03,45.0
25,46.06,44.76,46.4333333333333,48.1933333333333,82.45999999999998,86.0633333333333,43.46,49.76,44.9666666666667
26,45.8,44.76,46.2233333333333,47.8,82.59,85.59,43.4,49.7,44.9
27,45.9,45.09,46.09,47.56,70.99,85.73,43.79,49.633333333333304,44.79
28,45.826666666666696,45.1633333333333,46.09,47.5,62.43,86.32666666666668,43.79,49.4333333333333,44.79
29,45.69,45.06,46.09,47.993333333333304,59.03,86.59999999999998,43.7,49.4,44.7
30,45.3333333333333,44.9333333333333,46.06,48.4666666666667,56.726666666666695,86.46666666666668,43.57,49.326666666666696,44.7
31,45.1266666666667,44.633333333333304,46.0,48.0933333333333,55.3333333333333,86.325,43.4,49.1633333333333,44.59
32,44.9666666666667,44.36,45.9333333333333,47.5,54.0933333333333,86.2266666666667,43.2233333333333,49.03,44.53
33,44.7666666666667,44.2233333333333,45.9333333333333,47.6266666666667,53.366666666666696,85.7666666666667,43.03,48.8633333333333,44.59
34,44.56,43.9633333333333,45.79,47.5666666666667,52.4725,85.0333333333333,42.76,48.8633333333333,44.5225
35,44.36,43.8333333333333,45.73,47.2233333333333,51.99,84.1266666666667,42.6266666666667,48.95,44.4333333333333
36,44.2,43.7,45.59,47.03,51.52,84.06,42.6266666666667,49.23,44.5
37,44.2,43.59,45.545,46.5266666666667,51.23,84.79,42.76,49.43,44.5
38,44.2,43.59,45.6633333333333,46.4,51.06,85.5966666666667,43.03,49.89,45.0666666666667
39,44.2,43.7,45.73,46.4333333333333,50.9333333333333,86.26,43.1633333333333,50.1633333333333,45.26
40,44.23,43.76,45.79,46.5675,50.8633333333333,86.5933333333333,43.4,50.4633333333333,45.4333333333333
41,44.3633333333333,43.845,45.79,46.59,50.79,87.49666666666668,43.4666666666667,50.7233333333333,45.56
42,44.4333333333333,43.79,45.6566666666667,46.79,50.6633333333333,87.8966666666667,43.6266666666667,50.9633333333333,45.6266666666667
43,44.56,43.8633333333333,45.6633333333333,46.79,50.53,88.6333333333333,43.76,51.1633333333333,45.7
44,44.826666666666696,44.0,45.59,46.9333333333333,50.5,89.0266666666667,43.9333333333333,51.5,45.79
45,44.9666666666667,44.0,45.5,47.133333333333304,50.4333333333333,89.4,44.3333333333333,51.56,45.8633333333333
46,45.09,44.03,45.5,47.23,50.3633333333333,89.19333333333331,44.9633333333333,51.86,45.9
47,45.09,44.09,45.5,47.23,50.29,89.4,45.2233333333333,52.0,45.9666666666667
48,45.23,44.1266666666667,45.5,47.36,50.26,88.98999999999998,45.326666666666696,52.09,46.03
49,45.3725,44.2,45.53,47.56,50.1266666666667,89.0633333333333,45.425,52.1633333333333,46.09
50,45.4,44.2,45.59,47.4666666666667,50.09,91.16,45.56,52.5,46.2
51,45.59,44.26,45.59,47.4,50.03,91.43333333333328,45.73,52.9,46.2
52,45.59,44.29,45.53,46.9666666666667,50.03,91.26,45.8633333333333,53.5,46.29
53,45.6666666666667,44.29,45.5,46.226666666666695,50.09,91.5933333333333,45.826666666666696,53.96,46.4333333333333
54,46.06,44.4,45.5,46.06,50.09,91.76,45.9666666666667,54.4633333333333,46.633333333333304
55,46.2,44.4666666666667,45.5,45.9333333333333,50.1725,91.76,46.0,54.7225,46.826666666666696
56,46.2,44.53,45.425,45.9,50.2,91.8333333333333,46.0,54.9666666666667,46.9666666666667
57,46.26,44.59,45.4,45.9,50.09,92.5666666666667,46.0,54.9666666666667,47.23
58,46.2,44.4333333333333,45.5,45.9,50.09,93.53,46.06,54.9,47.3633333333333
59,46.2,44.5,45.5,45.9,50.09,93.32333333333327,46.09,54.8633333333333,47.53
60,46.1266666666667,44.5,45.4,45.9,50.09,93.1266666666667,45.9633333333333,54.79,47.6633333333333
61,46.0666666666667,44.59,45.4,46.0,50.09,92.8666666666667,45.9666666666667,54.9,47.826666666666696
62,46.2,44.53,45.4666666666667,46.0,50.09,92.96666666666668,45.9666666666667,54.9666666666667,47.9
63,46.29,44.53,45.4,46.03,50.09,93.0933333333333,46.2,55.09,48.03
64,46.23,44.53,45.4,46.1633333333333,50.03,94.045,46.2,55.03,48.09
